Texte|Score
autorité local sagesse réserver temps vouloir parcel terrain nécessaire équipement considérer guère indispensable , longtemps négliger ( terrain sport jeu , piscine , maison jeune , etc. ) , réalisation ultérieur équipement zone dense rendre difficile coûteux .|2.857142857142857
- niveau supérieur , secteur ordre quart moitié arrondissement Paris , opération rénovation intéressant , pouvoir conçu combler lacune retard urbanisme ; niveau nécessaire ; niveau rare ; opération couvrir superficie hectare .|8.571428571428571
opération type coûteux , multiplication affaire crédit ; difficulté entraîner , , social humain : falloir reloger habitant , commerce , artisan , atelier , voire usine ( 3 ) .|2.857142857142857
problème technique modernisation immeuble ancien pouvoir considérer résoudre , problème poser partir moment opération concerner immeuble isoler , étendent quartier : problème voirie , souvent inadapté condition vie aujourd'hui ; problème humain ; relogement habitant artisan quartier ancien immeuble réhabilité paraître , raison prix revenir opération ( 1 ) , difficile assurer cas rénovation , comporter généralement fort proportion logement social .|2.857142857142857
falloir leurrer : rénovation nécessaire nécessairement lent .|4.285714285714286
succès réhabilitation modernisation vieux quartier Paris banlieue lier extension agglomération .|7.142857142857143
") conclusion Banlieue sous-équipée habitat dévore espace libre , centre congestionné , quartier vétuste rénovent lenteur , tableau résumé présenter "" urbanisme faire "" région Paris dernier année ( 2 ) ."|4.285714285714286
tableau donner sentiment dynamisme anarchique .|4.285714285714286
"devoir attendre orientation précis extension , réserve terrain équipement : composition "" creux "" "" "" ."|7.142857142857143
) périmètre agglomération petit grand ensemble construire guerre banlieue , critique concentrer déficience ( 3 ) , faire oublier condition lamentable , cours année suivre guerre mondial , lotissement submergé environs , boisé cultivé , agglomération .|1.4285714285714286
"Explicable doute période stagnation démographique économique , justifier œil opinion croire "" Paris monstrueux "" falloir empêcher grandir , conforté thèse schématique décentralisation parisien , limite - enceinte 1960 - révéler dommageable intenable face augmentation naissance ménage , face accroissement besoin espace population , face multiplication nombre automobile ."|4.285714285714286
"demander terrain stimulée devenir fort , rareté terrain équiper convenablement desservir venir superposer rareté "" administratif "" ; double rareté offrir présence demander croissant entraîner conséquence : - réduction progressif espace demeurer libre intérieur "" périmètre urbanisation "" limiter frontière administratif ; surface réserver plan équipement public ( lycée , stade , espace vert ) faire objet bataille incessant souvent perdre ; règle hauteur densité prescrite zone habitat , subir fatalement rude assaut terminer généralement "" bourrage terrain "" , amortir conséquence rareté: hausse prix ; - accélération hausse prix terrain intérieur périmètre ; enquête réaliser agence foncière technique région parisien , ressort prix moyen mètre carré terrain bâtir triplé 1958 1963 , correspondre augmentation moyenne 25 % année ; constatation hausse prix , quasi-certitude poursuite entraîner spéculation ; - spéculation prix terrain , terrain situer extérieur périmètre , relativement desservir ."|4.285714285714286
"total , exiguïté périmètre agglomération faciliter , justifier , généralisation "" urbanisme dérogatoire "" généralisation urbanisme dérogatoire , inégalité , injustice tentation provoquer , risque tuer effort bientôt espoir aménagement rationnel composition urbanisme ."|5.714285714285714
petit zone emploi créer auprès grand ensemble , Massy sarcelle ; mise place facilité réduction montant redevance ; centre recherche implantent sud agglomération , siège social ouest .|7.142857142857143
mouvement toutefois insuffisant regard importance nouveau zone habitat .|4.285714285714286
gêné crainte chef entreprise voir orienter décentralisation lointain envisager quitter implantation actuel , exiguïté vétusté faire souvent véritable taudis industriel .|4.285714285714286
pratique actuel correspondre souci légitime - intérêt région parisien – accélérer décentralisation industriel ; toutefois inconvénient combiner rigueur chef entreprise entendre faire effort construire installation moderne , indifférence soucier quitter installation ancien .|5.714285714285714
risque voir secteur migration alternant amplifier allonger ailleurs écarté , paraître nécessaire orienter ferme zone genre industriel obtenir agrément , industriel implantent souvent proximité immédiat Paris .|4.285714285714286
redémarrage pouvoir progressif , résultat immédiatement perceptible chantier inconvénient , notamment circulation .|4.285714285714286
Dus initiative public privé , marquer Paris sortir léthargie .|7.142857142857143
b ) nécessité urbanisme décalage importance construction étroitesse urbanisme mieux mieux percevoir .|7.142857142857143
esprit voir réponse question nier problème , refuser admettre croissance , repousser extension spatial .|1.4285714285714286
conserver frontière , conserver gabarit , conserver campagne , admettre construction parcimonieusement , autant attitude négatif bousculé passer lointain récent , , large part , venir voir , cause difficulté actuel .|4.285714285714286
changement dimension fondamental remédier mal déjà dénoncé : - faire face insuffisance clairement percevoir grand ensemble , absence équipement collectif banlieue , congestion centre , remède créer centre urbain nouveau , ville nouveau zone extension , centre urbain renforcé , diversifier rénové banlieue actuel ; - mettre fin pénurie terrain bâtir disparition espace libre , falloir sortir hardiment périmètre agglomération fixer an , choisir zone extension ; faciliter transport rapprocher habitat lieu loisir campagne , extension spatial devoir canaliser axe préférentiel croissance progressif ville nouveau possible ; - permettre enfin interdépendance agglomération actuel extension venir , espace construire espace libre , ville agglomération campagne , falloir organiser unité aller devenir , agglomération parisien , région urbain Paris .|8.571428571428571
( 4 ) Comparée relatif jeunesse parc véhicule privé , usent rapidement , moitié an âge , vétusté traduire délaissement souffert équipement collectif , c'est-à-dire vérité usager .|2.857142857142857
prémiqre orientation améliorer réseau transport manière mettre centre portée habitant banlieue .|7.142857142857143
amélioration radical transport région Paris – apporter agglomération entier progrès décisif boulevard haussmann siècle métro Bienvenüe demi-siècle ville Paris , c'est-à-dire raccourcissant distance réduire temps fatigue parcours - amélioration possible moyen moderne transport , train , autobus voiture , bénéficier infrastructure convenable : ferré autoroute .|10.0
déuriÈmé orientation améliorer équipement banlieue , niveau commune grand ensemble .|7.142857142857143
nécessité reconnaître ; progrès notable réaliser ; lacune conception équipement nécessaire , retard réalisation , révéler plan social inconvénient grave ( 5 ) programme venir efforcer ' parer .|5.714285714285714
progrès niveau commune grand ensemble , combleront fossé exister qualité diversité service pouvoir offrir , cœur Paris , 8 million utilisateur virtuel , pouvoir , niveau quartier , population .|5.714285714285714
localisation préfecture étudier constituer élément fondamental restructuration banlieue ( Nanterre , Bobigny , Créteil ) création centre urbain nouveau ( cergy-pontoise Évry ) .|7.142857142857143
avantage social économique activité banlieue connaître ; agir : - faire éclore véritable vie urbain , faire naître animation ignorer cité-dortoir vidée population journée ; - décongestionner cœur agglomération , , remédiant entassement local industriel commercial vétuste nombre atelier bureau , faciliter réalisation Paris Seine opération rénovation aménagement ; - éviter allongement constant temps trajet domicile-travail remédier progressivement problème circulation transport naître migration sens unique , matin banlieue Paris soir direction contraire .|7.142857142857143
3 - resroupement centre urbain Implanter service public privé emploi gré disponibilité terrain banlieue existant , mesure initiative responsable manifesteront nouveau extension agglomération constituerait progrès insuffisant rapport situation actuel .|4.285714285714286
""" densité "" centre permettre desserte facilité ; renforcer pouvoir attractif , attirer implantation équipement complémentaire faciliter création centre ."|7.142857142857143
banque installer facilement côté administration zone résidentiel ; commerce favorisé situer contact lieu emploi ; revenir volontiers cultiver distraire loin lieu bureau achat .|7.142857142857143
1 - banlieue actuelle difficulté implantation évidemment important .|4.285714285714286
surmonter aboutir groupement nécessaire équipement faire cœur ville , dégager fin secteur mieux desservir liaison ferroviaire autoroutier , tâche difficile , , cas , intérêt réalisation isoler , logement exemple , manquera mettre balance utilité élément équipement nécessaire création progressif centre urbain , émiettement banlieue commune risque continuer favoriser dispersion équipement public .|5.714285714285714
"( 2 ) "" point grandeur Paris parvenir , saurait souffrir nouveau accroissement exposer ruine "" / perc> , écrire 1724 , ministre Louis XV ."|2.857142857142857
"- arrêter ville ( 2 ) , présomptueux décréter "" puissance "" centre urbain nouveau créer région Paris , zone influence dépassera jamais 300.000 habitant , 500.000 1.000.000 ."|4.285714285714286
oui , , considérer ville réunion population centre urbain , succession quartier habitant résident quartier travailler , acheter , distraient volontiers ; sens - donner notion vivant ville , portée actuel permanent administratif - ville nouveau région Paris vrai ville , , faute révision limite communal actuel , espace occuperont étendre commune ( 1 ) .|7.142857142857143
, fort raison , échelle agglomération parisien entier : axe transport nouveau , centre urbain nouveau , liaison rester agglomération insuffisant ; , zone construiront prochain année , axe transport nouveau ville nouveau - vrai ville , opposition succession uniforme banlieue-dortoir indifférencié .|5.714285714285714
orientation axe transport implantation ville nouveau , constituer point fort urbanisation venir , présenter face seul problème .|5.714285714285714
dimension déjà atteindre agglomération , inconvénient processus reconnaître .|4.285714285714286
extension tache huile pouvoir délibérément rejeter parti inacceptable ( 1 ) .|2.857142857142857
paraître souhaitable , aménagement bassin parisien ralentissement croissance Paris , susciter concurrent créer , taille supérieur , mi-chemin Paris ; autant souhaitable seul prévision sûr pouvoir faire progrès technique concerner transport , commun individuel , voir vitesse accroître coût relatif diminuer .|5.714285714285714
couronne ville bassin parisien aller cesser rapprocher Paris , devoir faire entraverait croissance , , réduirait soulagement extension rapide devoir apporter région Paris .|7.142857142857143
- expérience étranger expérience français décentralisation aménagement territoire apprendre emploi difficile déplacer homme facile décentraliser expansion faire déménager usine déjà installer .|5.714285714285714
condition , emploi créer déplacer périmètre actuel agglomération parisien localiseront facilement - difficilement - 100 150 kilomètre 50 kilomètre ; , motif venir indiquer , préférable activité installer ville bassin parisien existant 80 100 kilomètre .|7.142857142857143
emploi véritablement lier agglomération , risque sérieux ville nouveau éloigné kilomètre pouvoir accueillir; ville ressembler davantage , , cité-dortoir ensemble équilibré habitat emploi .|4.285714285714286
voir note ( 1 ) page 76 - part , espace libre situer ville agglomération parisien - espace libre existence constituer attrait principal solution - trouver long axe transport important ; , expérience apprendre , réglementation , espace libre menace constant urbanisation résisteraient doute ; infrastructure transport ville centre Paris apparaître mesure gaspillé utiliser trafic transit , douteux voir , partir agglomération actuel temps ville nouveau , pousser pédoncule , , terme rejoindraient .|4.285714285714286
disposition couronne présenter , définitif , inconvénient résulteraient extension tache huile ; raison , fonder artère radial existant artère créer tracé analogue , constituer fond radioconcentrisme desserré ( 2 ) .|4.285714285714286
doute seul espérance desserrement inéluctable activité économique développement nécessaire surface aboutir rapprocher ville nouveau logement emploi .|7.142857142857143
faire connaître , , habitant , artisan , industriel secteur Paris , déplacent desserrer , choisissent souvent nouveau implantation banlieue direction géographique ( 3 ) : quartier Paris orienter banlieue illusoire prétendre organiser desserrement mante Pontoise ; Grenelle vaugirard aller ouest sud-ouest Meaux .|4.285714285714286
vain vouloir bloquer actuel zone aggloméré direction .|4.285714285714286
b ) réseau communication : axe transport agglomération parisien devoir subir véritable mutation , fonctionnement - création centre urbain nouveau - orientation développement - axe préférentiel - , système transport aller - , falloir espérer - subir mutation égal .|5.714285714285714
permettre agglomération actuel pouvoir enfin disposer liaison comparable haussmann doter Paris intra-muros siècle , , , agglomération demain condamner extrapolation aujourd'hui .|5.714285714285714
) site région Paris développement tache huile négligeait presque nécessairement préoccupation site , progrès technique bâtiment transport faciliter négation .|4.285714285714286
gâché site admirable Paris environs immédiat , submergé marée désordonné construction ( 1 ) .|4.285714285714286
variété site , charme parfois grandeur devoir mettre œuvre urbaniste annihilé .|4.285714285714286
"orienter extension agglomération parisien , exemple ouest , "" marquer volonté "" aider région ouest résoudre problème économique , nord-est , "" aller rencontre "" marché commun , "" geste "" proprement parler sens ."|4.285714285714286
répondre question , falloir observer direction aller manifester - manifestent déjà - poussé spontané , demeureraient anarchique prise charge disciplinée .|5.714285714285714
choisir vallée , gâcher , époque récent , forêt Île-de-France souffert poussée construction ?|2.857142857142857
"ville étendre largeur kilomètre , coteau former balcon part vallée , devenir possible : ville boyau resserré gâchant site irremplaçable ; pouvoir concevoir dimension "" vie ville "" synonyme étouffement ."|4.285714285714286
bord eau pouvoir réserver sport nautique , installation industriel proximité fleuve indispensable ; fond vallée , espace vert , installation loisir habitat dispersé pouvoir mettre site généralement agréable , , boucle Seine , rare qualité .|7.142857142857143
- incomplet réaliste espérer canaliser développement direction , poussé manqueront manifester nord sud-ouest trouver ordonner .|4.285714285714286
cœur , banlieue actuel , enfin relier , progressivement rénover , restructuré constitution centre urbain digne nom - Nanterre , Saint-Denis , Bobigny , Créteil , rungis-choisy-le-roi - perdront , objectif atteindre , appellation banlieue , évoquer pauvre , éloigner sous-équipé .|8.571428571428571
, temps , schéma directeur devoir permettre mettre fin recul , présent constant , espace libre ; vaste espace pouvoir conserver proximité immédiat agglomération existant aujourd'hui développement prévoir venir limiter , cerner finalement réduire îlot verdure cesser grignoté : - prolongement parc Versailles , direction général ouest , caractère principalement rural destiner loisir ; - vallée Marne Seine , , forêt dominer .|4.285714285714286
zone région , nord axe meaux-pontoise , sud axe melun-fant , vocation principalement agricole forestier trouver confirmer ; ville petit moyen pouvoir croître raisonnablement , fonction accueil fortement affirmer résidence secondaire forme loisir air .|7.142857142857143
Aubervilliers , situer limite capitale traversée ferré , agglomération urbanisation mauvais qualité , habitat , artisanat industrie coexistent vaste zone mixte appeler rénovation .|4.285714285714286
enfin localisation terrain libre 40 hectare préfecture nouveau département Seine-Saint-Denis permettre créer Bobigny centre secondaire emploi commerce constituer élément essentiel restructuration ensemble secteur .|7.142857142857143
1 - ÉTAT actuil partie vallée , urbaniser : Pontoise – Saint-Ouen - aumône , persan - Beaumont - Champagne seul agglomération bénéficier développement industriel .|7.142857142857143
faire accuser déséquilibre habitat-travail , densification rendre inextricable problème circulation .|4.285714285714286
- commune viroflay , chaville , ville avray , sèvre subir densification immeuble collectif , concentré axe principal circulation relier Versailles Paris .|4.285714285714286
tracé ancien ville , échelle susciter admiration , raccorder réseau primaire régional assurer efficacement liaison centre préfectoral capitale nouveau développement région .|7.142857142857143
poussé ouest Versailles devoir contenu , mettre cause préservation prolongement site historique .|4.285714285714286
qualité site demeurer principal zone environnement mise péril devoir impérativement sauvegardé .|7.142857142857143
prise compte dynamisme sud-ouest nouveau direction cohérence schéma directeur permettre sauvegarde , grand bénéfice zone ensemble agglomération .|7.142857142857143
réalisation axe grand structure aménagement rassembler activité habitat ensemble urbain organiser grand échelle , permettre prendre compte orienter manière efficace développement actuel extrêmement dynamique également désordonné sud-ouest agglomération parisien .|5.714285714285714
plateau , boisé inoccupé , prêtera réalisation infrastructure accueil activité important , cohérence ailleurs présence actuel établissement existant - centre étude nucléaire saclay ( C.E.N.S.|7.142857142857143
ampleur poussé agglomération zone sud-ouest développement spontané anarchique signifierait terme dispersion direction , singulièrement Plaisir , rambouillet , Marcoussis .|4.285714285714286
forme développement rendre difficile , impossible politique rationnel infrastructure primaire relation , équipement fondamental , notamment universitaire .|4.285714285714286
déjà conduire pression inquiétant site Versailles , vallée Bièvre , chevreuse forêt rambouillet .|4.285714285714286
préservation site vital équilibre général région urbain ; devoir conserver caractère propre réserve naturel susceptible recevoir lieu choisir équipement culturel loisir , éventuellement secteur strictement limiter , noyau résidentiel faible densité .|7.142857142857143
2 - principé amenagement schéma directeur , conférer axe général vallée Seine vocation privilégiée organisation région Paris , inscrire essentiel développement urbain part fleuve , plateau bordant nord sud , localisation précédemment décrire .|7.142857142857143
autoroute interurbaine Seine-et-Oise , boucle montesson , rocade banlieue bord Seine , boucle Gennevilliers , opération défense montesson rattacheront agglomération situer part aménagement devoir orienter essentiellement amélioration équipement organisation interne .|7.142857142857143
lotissement sud orly bénéficieront développement urbain fonction lesquel aménagement devoir orienter .|7.142857142857143
"Montreuil bagnolet caractère : activité , artisanat petit industrie , établissement mêler habitat conduire création "" secteur mixte "" important , qualité médiocre , point vue urbanisme ."|4.285714285714286
aménagement agglomération existant , restructuration , baser création infrastructure routière ferré contribueront mettre unité zone compartimenté site désenclaveront rapport Paris banlieue entourer .|7.142857142857143
aménagement facilité régularisation rivière grâce barrage construire Marne région Montmirail .|7.142857142857143
relier Paris , R.E.R.|7.142857142857143
"réalisation devoir contrôler vouloir compromettre , essaimage construction isoler , site ensemble touristique régional : trouveront place "" zone transition "" ."|4.285714285714286
résulter construction nouveau souvent harmonie caractère ville .|4.285714285714286
objectif devoir égard rechercher : - rythme développement ville répartition nouveau construction terrain devoir concevoir manière sauvegarder cœur ville engorgement prélude destruction , , souvent , cœur ville mérite conserver : essor démographique rapide ville disposition quartier nouveau faire dépendre seul centre existant , point passage obliger , impliquerait nécessairement démolition centre , devenir inadapté , reconstruire échelle grand ; - type construction devoir constituer rupture marquer caractère ville environnement : type logement élevé devoir égard proscrit proximité ville périphérique .|7.142857142857143
débat architectural , choix partiel quartier , tour , artère , falloir tenter voir clair essentiel fonction urbain Paris devoir exercer , conséquence fonction devoir évolution souhaité agglomération ville nouveau centre urbain nouveau .|7.142857142857143
demeurer , exemple Washington montrer New York , problème agglomération parisien croissance resteraient inchangé mutilation fonction modifierait choix aménagement schéma directeur .|4.285714285714286
élément risque glissement étirement prononcer ouest centre grand affaire .|2.857142857142857
déraisonnable nœud moyen transport , international , national parisien , exceptionnel densité pouvoir placer ailleurs prix dépense mesure justification , desserve quartier déserté centre affaire .|4.285714285714286
développement nécessaire possible corrigera ailleurs second élément risque court centre affaire : éparpillement .|2.857142857142857
"boulevard périphérique tronçon service conviction acquise travail mener vigueur terme , tentation faire jour localiser siège social important autour "" engin "" moderne circulation automobile ."|7.142857142857143
éparpillement péril : avantage immédiat disposer espace exigu meilleur facilité accès effaceraient rapidement inconvénient dispersion coin périphérie ville .|4.285714285714286
temps sauver Paris , intra-muros banlieue .|8.571428571428571
polarisation centre secondaire devoir permettre éviter explosion désordonné , éparpillement généralisé .|2.857142857142857
geste sens , courageux doute décisif , départ halle centrale , Villette marché viande , marché alimentaire gros , centre urbain nouveau rénover , , linéairement , étendra carrefour Belle-Épine , commune rungis , choisy-le-roi , comprendre gare routier région parisien .|8.571428571428571
choix parti urbanisme prendre autorité public combler vide ancien halle poser problème difficile , , faire important traduire compréhension nouveau question urbanisme , déjà acquérir agir savoir utiliser hectare plateau halle , étudier décider adviendra rénovation environnement .|4.285714285714286
occupation militaire implantation religieux , ordre régulier séculier , garder cours siècle espace Paris densification abusive habitat .|4.285714285714286
perspective ouvert schéma directeur devoir remédier obstacle faciliter ville Paris reconquête partie sol .|7.142857142857143
"trait spécifique mériter conserver exiger lutter part "" bourrage "" habitat quartier , passer XVIe arrondissement guerre ( 1 ) , départ Paris faible moyen revenu , départ produire inéluctablement 1.500 hectare devoir rénové uniquement critère rentabilité financier purement privé ."|4.285714285714286
plan directeur ville Paris , cours révision , devoir tenir compte , tirer conséquence structure ville , concerner zonage , mise quartier historique , circulation transport , réserve espace vert service public , règlement urbanisme définir densité occupation .|7.142857142857143
lieu , exemple , faciliter circulation autobus création réserver encourager utilisation transport commun , zone circulation automobile devoir limité , création parc stationnement échange judicieusement disposé .|7.142857142857143
également souhaitable étudier tracé complémentaire : - radial supplémentaire ouest , notamment gare Saint-Lazare boulevard périphérique ; - liaison Saint-Lazare - montparnasse .|7.142857142857143
, Paris , allégé tâche important encombrant exercice fonction primordial , restaurant beauté quartier historique , rejeter choix romantique iconoclaste table rase , modernisant quartier rénover conserver ensemble volume modéré bâtiment , ponctué , accuser silhouette ville , édifice élevé , accepter moderne pénétration rocade parc stationnement strict discipline transport faveur transport commun multiplié souterrain surface , Paris donner moyen remplir , mesure besoin fin siècle , - rôle irremplaçable cœur région urbain entier , - vocation unique capitale politique , culturel économique France , - mission partager métropole européen mondial , paris-dan-le-le-mur , ville essentiel , rester ville complet monde .|7.142857142857143
expliquer grand partie croissance trafic aérien ( 3 , 6 million voyageur orly Bourget 1960 , 5,8 million 1964 ) conduire envisager ouverture nouveau aéroport dizaine année , encourager développement réseau ferroviaire transeuropéen création système autoroute international .|7.142857142857143
entreprise dévastatrice physiquement possible pouvoir réaliser fin siècle .|4.285714285714286
aménagement routier région permettre améliorer desserte autobus progrès éventuellement réalisable exploitation ligne routière rendre peut-être attractif aujourd'hui .|7.142857142857143
région parisien besoin aérodrome affaire , relier principal centre activité .|7.142857142857143
pouvoir regretter circonstance historique favorisé développement pôle économique puissant nombre suffisant atténuer concentration parisien .|4.285714285714286
rester constituer capitale autour ensemble économique évolution intéresser pays entier , constituer atout échelle marché commun Europe .|7.142857142857143
Mue propre dynamisme , ouvrir échange international sensible transformation civilisation industriel , guider aménagement territoire soucieux équilibre région , économie aller évoluer ?|7.142857142857143
paradoxe apparent expliquer faire activité dynamique mieux représenter région parisien , taux expansion moindre ailleurs , secteur économique recul , industrie textile , faible progression , sidérurgie , occuper généralement place modeste : structure activité favorisera croissance économie parisien , métropole équilibre , développement encourager , atteindre seuil permettre accueillir efficacement activité pointe .|8.571428571428571
affranchissement unité production égard contrainte technique localisation rendre sensible avantage concentration urbain grand ville inconvénient ( difficulté extension , cherté main-d'œuvre , difficulté circulation ...|4.285714285714286
courant opposé manifestent : tendance concentration , sensible industrie , prévisible service commerce ; inverse , action sélective décentralisation , grand établissement industriel pouvoir aisément éloigner Paris petit * .|7.142857142857143
ville , centre Paris caractériser fort concentration activité tertiaire , industrie rejeter périphérie .|4.285714285714286
ajouter difficulté expansion entreprise éprouvent partie dense agglomération , difficulté circulation pousser rechercher nouveau implantation loin centre , , agir entreprise posséder établissement , choisir sorte relation établissement évitent centre .|4.285714285714286
créer progressivement condition favorable implantation activité tertiaire réserver centre Paris .|7.142857142857143
amélioration sensible ; falloir effectif , diffusion activité sein région anarchique .|4.285714285714286
, aménager falloir précisément semer germe futur cristallisation emploi : point hasard initiative isoler , sorte centre nouveau pouvoir aisément relier évitant partie encombrée agglomération ; point milieu urbain organisation déjà compromise croissance anarchique , aller regroupement spontané tardif , zone temps guider peuplement , réserver infrastructure accueil centre capable servir commodément population .|2.857142857142857
, , borner ensemble modeste lieu prévoir opération important savoir réaliseront lentement ?|4.285714285714286
service industrie , exemple , continuer entasser Paris immédiat établir 20 kilomètre , trouver distance clientèle environnement suffisant .|4.285714285714286
- espace nécessaire : région urbain , forêt stade , théâtre piscine , square court tennis , équipement loisir caractéristique commune sacrifié manque espace .|4.285714285714286
II - avgnanement loisir schéma directeur , disposition ensemble créer condition préalable difficile créer aménagement loisir , témoigner obstacle heurter , matière implantation , initiative domaine .|4.285714285714286
mettre .|7.142857142857143
""" mise "" devoir exprimer politique défense conservation arbre existant ."|7.142857142857143
mobilisation potentiel forestier existant région Paris - constituer véritable service public - poser problème acquisition collectivité public , aménagement , falloir , police ( ) .|4.285714285714286
( 2 ) pouvoir ajouter terrasse Saint-Germain , immédiat fleuve , endroit , aménagement approprié .|7.142857142857143
C - petit vallée : résidence secondaire vaste forêt , fleuve rivière important , charme Île-de-France faire multiple petit vallée creuser sillon plateau entourer Paris : Essonne , yvette , Yerre , écoute-s'il-pleut , mauldre , Vaucouleurs , orge , louette , chalouette ; tour tour , proximité Paris facilité desserte , vallée menacer submergé urbanisation anarchique , résulter prolifération résidence secondaire habitant agglomération .|0.0
urbaniste savoir échapper monotonie pavillon implanter milieu terrain , dispersant habitat utiliser relief regrouper grappe ( 1 ) , réaliser occupation sol densité modéré conserver air village .|5.714285714285714
extension périmètre agglomération prévoir schéma directeur devoir permettre , périmètre , éviter campagne perde aspect naturel faire charme , empêcher implantation désordonné résidence secondaire .|4.285714285714286
règle autoriser construction habitation individuel lot 2.500 m2 , admissible campagne situer loin agglomération , devenir inadéquat proximité , qualité site entraîner construction grand nombre habitation secondaire .|4.285714285714286
égrenant : long chemin , généralement beau parcours , bord vallon , gâchent définitivement paysage rural .|4.285714285714286
dispersion anarchique , contraire , entraînerait rapidement pollution cours eau .|4.285714285714286
prise compte ensemble région schéma directeur , plan urbanisme détaillé traduiront esprit secteur secteur , permettre sauvegarder améliorer caractère zone détente devoir demeurer petit vallée .|7.142857142857143
1 - lieu , musée subir mutation , changement échelle , espace nécessaire , équipement : grand agglomération , temps devoir contenter îlot rue ; exposition spécialiser bâtiment isoler attirer visiteur convaincre avance , touche guère catégorie population recevoir , héritage éducation , goût culture ( 2 ) .|4.285714285714286
- grand établissement technique : beau réussite haussmannien égout Paris conduire longtemps public visiter ; curiosité diriger demain visiteur grand établissement industriel centrale thermique usine chauffage urbain , condition disposition nécessaire prévu : raison tenir négligeable enseignement technique appliquer pouvoir résulter , admiration visite pouvoir susciter .|7.142857142857143
